Overall_rank,Score,GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Country_or_region
8138,0.9475,0.0866,0.7782,0.673,0.8107,0.5584,0.5565,tchnygk
8139,0.8577,0.5118,0.4845,0.4442,0.9289,0.971,0.7596,irgsdznk
8140,0.3743,0.6452,0.6901,0.8733,0.6758,0.5278,0.8756,vzupe
8141,0.4267,0.8009,0.8527,0.8588,0.1855,0.1962,0.4159,univmg
8142,0.4568,0.3395,0.8729,0.0128,0.6342,0.3338,0.6855,tdds
8143,0.2566,0.0739,0.8924,0.3116,0.5967,0.7881,0.1493,kjxedche
8144,0.1139,0.2501,0.7424,0.1184,0.5692,0.4767,0.2856,eddwwma
8145,0.6244,0.5143,0.8909,0.918,0.1044,0.9929,0.8353,iiehnrx
8146,0.6783,0.3211,0.0817,0.0677,0.7624,0.5425,0.9438,nrhe
8147,0.1398,0.8428,0.7289,0.6417,0.6256,0.5479,0.091,upsljqm
8148,0.3414,0.6873,0.7939,0.76,0.2675,0.0158,0.4537,ritmrwd
8149,0.2834,0.882,0.7005,0.8213,0.307,0.4032,0.3464,cnlje
8150,0.1837,0.2426,0.1659,0.6673,0.7684,0.271,0.6104,jgjxkoi
8151,0.1929,0.4013,0.2107,0.1508,0.2178,0.8434,0.4383,citeq
8152,0.1021,0.1134,0.6377,0.1474,0.988,0.6299,0.2955,utqsh
8153,0.4958,0.2964,0.9877,0.064,0.3512,0.8776,0.8843,kytlg
8154,0.7078,0.1991,0.8251,0.5903,0.55,0.7791,0.9145,jdkaezds
8155,0.4786,0.1455,0.4397,0.2316,0.3365,0.5659,0.8017,blejw
8156,0.9422,0.1226,0.49,0.4855,0.67,0.5963,0.9326,hivigye
8157,0.0481,0.9982,0.4542,0.5702,0.7666,0.965,0.392,mxroz
8158,0.9665,0.4847,0.2899,0.236,0.2457,0.0577,0.2012,wcvtd
8159,0.2678,0.364,0.6585,0.1505,0.2826,0.7885,0.4072,ioyx
8160,0.4889,0.6129,0.5636,0.8497,0.4102,0.5509,0.8766,pncqc
8161,0.2546,0.6745,0.678,0.2834,0.8673,0.473,0.347,yqmli
8162,0.5679,0.5626,0.8552,0.1047,0.9185,0.7325,0.6077,dfpv
8163,0.1965,0.3536,0.8717,0.7212,0.8829,0.363,0.4002,trwzdnco
8164,0.1921,0.4147,0.3525,0.3666,0.71,0.0379,0.2044,wjmi
8165,0.0361,0.7019,0.8823,0.7833,0.6054,0.6915,0.1254,izqpear
8166,0.5525,0.075,0.6226,0.0757,0.362,0.8512,0.2004,rppsc
8167,0.5045,0.5737,0.0517,0.7468,0.9315,0.4481,0.2587,olqhtjjs
8168,0.4096,0.6134,0.4611,0.5602,0.4614,0.3836,0.1353,rifom
8169,0.949,0.5662,0.337,0.69,0.9701,0.6423,0.3277,fawx
8170,0.4648,0.7809,0.5893,0.011,0.6272,0.8085,0.9425,ihoikleh
8171,0.9489,0.4193,0.3062,0.6183,0.45,0.7601,0.2209,slwt
8172,0.557,0.5203,0.5217,0.3185,0.0201,0.398,0.7583,lqjdulu
8173,0.9713,0.7191,0.2035,0.4224,0.6138,0.5448,0.0204,qcjes
8174,0.279,0.3107,0.0939,0.4886,0.2042,0.8325,0.1557,gyiv
8175,0.3334,0.9835,0.7912,0.4314,0.3497,0.8747,0.378,hljp
8176,0.9109,0.9344,0.9322,0.7747,0.3563,0.0006,0.8368,cknfn
8177,0.9797,0.7291,0.6727,0.6052,0.4015,0.4461,0.6655,hxdefoju
8178,0.9846,0.1192,0.8826,0.3378,0.8269,0.5237,0.3834,yquxf
8179,0.2396,0.9978,0.1563,0.7822,0.0963,0.3012,0.2442,cadtfsk
8180,0.7094,0.3899,0.2882,0.6199,0.924,0.0279,0.7289,ljrr
8181,0.6019,0.9688,0.1539,0.4316,0.5563,0.6258,0.2044,ehforym
8182,0.57,0.6096,0.5894,0.4394,0.6713,0.3082,0.2914,czztrxs
8183,0.7325,0.4005,0.138,0.1134,0.6747,0.4236,0.3445,fobgvez
8184,0.6081,0.6031,0.5744,0.4505,0.9766,0.4318,0.6337,dqmern
8185,0.6672,0.0133,0.5158,0.793,0.2385,0.5797,0.0394,yzav
8186,0.3989,0.7548,0.0851,0.0674,0.2961,0.7783,0.5828,spfr
8187,0.4497,0.1109,0.0059,0.4036,0.1582,0.4305,0.1783,vgvgx
8188,0.2899,0.7478,0.5536,0.6417,0.2365,0.1694,0.987,xyry
8189,0.9044,0.3604,0.3704,0.5114,0.0021,0.6135,0.3956,kqcr
8190,0.4111,0.6176,0.8822,0.7418,0.8985,0.7009,0.4654,ypspwat
8191,0.0278,0.177,0.8013,0.0973,0.3662,0.0966,0.1181,gqmouuwn
8192,0.9218,0.2925,0.0838,0.201,0.0228,0.6081,0.723,bhuxsmbp
8193,0.0067,0.7226,0.5943,0.5657,0.9632,0.0242,0.906,balfh
8194,0.2179,0.8601,0.189,0.633,0.0388,0.4282,0.3474,jmbk
8195,0.9136,0.5892,0.1185,0.3812,0.2003,0.7712,0.3953,oshaf
8196,0.227,0.8149,0.2005,0.8272,0.054,0.3191,0.4899,bcfbvec
8197,0.6228,0.9727,0.9416,0.4057,0.8641,0.55,0.8892,tqssknyg
8198,0.2428,0.8489,0.2156,0.403,0.2823,0.6341,0.3649,deefxfos
8199,0.1609,0.6907,0.3866,0.8214,0.4612,0.1322,0.0001,ddejx
8200,0.3257,0.9815,0.0864,0.3043,0.2233,0.8527,0.1481,zhxtgo
8201,0.3382,0.2042,0.579,0.2145,0.2403,0.3188,0.5401,gchof
8202,0.2495,0.7121,0.0787,0.0765,0.9982,0.4237,0.6132,srmvnqj
8203,0.3555,0.7832,0.4097,0.8735,0.6061,0.5494,0.9099,zlfk
8204,0.7924,0.5565,0.9811,0.6705,0.7972,0.6922,0.0529,scufw
8205,0.4196,0.3078,0.3292,0.4879,0.2057,0.5422,0.0184,gcukbhhx
8206,0.9419,0.4854,0.8256,0.42,0.749,0.9884,0.652,xzepjbu
8207,0.0844,0.327,0.4779,0.1563,0.0988,0.2792,0.2132,webhmewb
8208,0.2596,0.0261,0.3301,0.4453,0.6135,0.2313,0.3991,vrzobba
8209,0.9807,0.5545,0.379,0.3725,0.2995,0.713,0.9124,unoymk
8210,0.7575,0.7343,0.6611,0.9624,0.1053,0.2496,0.811,uuabhgww
8211,0.3156,0.1078,0.5901,0.6287,0.7837,0.8303,0.9566,kqin
8212,0.3791,0.4069,0.162,0.1765,0.3745,0.4636,0.4227,cbxwg
8213,0.77,0.6758,0.6074,0.6007,0.5312,0.2629,0.3418,mgoyjuu
8214,0.808,0.5735,0.1214,0.7536,0.2723,0.1542,0.4075,bxwzbkys
8215,0.4216,0.9682,0.3487,0.6263,0.6595,0.8036,0.245,nhhu
8216,0.1516,0.4553,0.2328,0.3505,0.8727,0.9723,0.6714,ddkuqufd
8217,0.2063,0.0817,0.3664,0.5928,0.8742,0.9992,0.7412,ypjjromf
8218,0.0086,0.3536,0.314,0.95,0.0356,0.1177,0.4639,ecmqh
8219,0.3911,0.9855,0.5333,0.1981,0.2361,0.3459,0.559,vlooht
8220,0.5369,0.0249,0.6895,0.7618,0.1348,0.7355,0.3151,ffqdolbl
8221,0.2795,0.5215,0.8838,0.01,0.468,0.9113,0.6904,aoruz
8222,0.3657,0.1795,0.9556,0.3582,0.8154,0.855,0.9604,nltlrx
8223,0.6199,0.2905,0.6067,0.3213,0.6383,0.5035,0.4295,ppbyuf
8224,0.7223,0.4309,0.6138,0.5209,0.8656,0.5959,0.6512,cjkmjnmh
8225,0.7759,0.4481,0.7392,0.7949,0.5151,0.1326,0.5144,pkecodbk
8226,0.8946,0.0763,0.184,0.03,0.3254,0.0909,0.426,gupvyvnz
8227,0.4712,0.8897,0.9321,0.7448,0.1095,0.6265,0.5062,ijqsg
8228,0.3573,0.9577,0.8066,0.549,0.715,0.964,0.134,hovfklwr
8229,0.2371,0.0876,0.7314,0.5713,0.1437,0.3194,0.9227,vxspumhd
8230,0.1394,0.6555,0.7348,0.0833,0.2756,0.9563,0.8643,qlmn
8231,0.0536,0.9036,0.8335,0.9317,0.7322,0.3033,0.4451,bgkzdc
8232,0.0038,0.5518,0.376,0.8636,0.1031,0.0544,0.2407,zcyvmwmb
8233,0.1739,0.9103,0.6735,0.2276,0.6354,0.9214,0.0181,qpvbeqrr
8234,0.1788,0.9226,0.4916,0.8259,0.378,0.7432,0.7088,dxgdw
8235,0.7751,0.4257,0.5054,0.642,0.6291,0.0755,0.0563,sorsfea
8236,0.6738,0.0514,0.9025,0.1342,0.6298,0.6866,0.14,kipj
8237,0.089,0.0971,0.6361,0.4235,0.513,0.9881,0.6796,zgae
8238,0.6953,0.8346,0.9581,0.9786,0.5652,0.9258,0.1647,nxampw
8239,0.0963,0.8017,0.5087,0.6916,0.6487,0.0995,0.8172,qeuz
8240,0.0861,0.2695,0.6112,0.4397,0.5793,0.0754,0.0091,ymlsvoc
8241,0.0617,0.9625,0.4885,0.6994,0.1996,0.8498,0.7299,jjup
8242,0.6141,0.5941,0.794,0.0477,0.6974,0.2781,0.6449,fzkaejr
8243,0.9604,0.8194,0.1247,0.3926,0.2854,0.1714,0.8205,lubc
8244,0.849,0.0268,0.7481,0.7897,0.6188,0.2141,0.9194,xgggrga
8245,0.8751,0.8127,0.6641,0.5774,0.7875,0.4292,0.1549,yzgrukfs
8246,0.6847,0.6602,0.8045,0.0536,0.2972,0.3992,0.8231,hsmmwx
8247,0.5919,0.7731,0.4854,0.3384,0.6791,0.7393,0.1343,hnarxsb
8248,0.2421,0.6384,0.0218,0.2112,0.8026,0.9263,0.3232,rnqgkb
8249,0.9717,0.1536,0.5438,0.9214,0.9328,0.6798,0.4532,ctyiwdh
8250,0.6522,0.2755,0.768,0.2065,0.4082,0.0242,0.264,fckcjy
8251,0.401,0.9088,0.8244,0.0989,0.2275,0.6406,0.7896,xfcj
8252,0.149,0.6961,0.897,0.9485,0.1767,0.9311,0.4279,djju
8253,0.3354,0.3675,0.9883,0.8973,0.2515,0.8878,0.1002,bvse
8254,0.8061,0.1305,0.5513,0.8588,0.0064,0.8242,0.7994,wrnmyku
8255,0.672,0.1146,0.2403,0.2673,0.8094,0.1456,0.3122,amksykzi
8256,0.1456,0.2637,0.3228,0.1886,0.4599,0.3327,0.424,igztzkhh
8257,0.8841,0.8028,0.2356,0.6989,0.2983,0.6745,0.3528,yhfo
8258,0.1655,0.0785,0.1849,0.3663,0.2941,0.4308,0.536,srwb
8259,0.4427,0.5535,0.6685,0.4203,0.0378,0.935,0.4406,vkhh
8260,0.1679,0.8242,0.6977,0.1389,0.239,0.1554,0.9669,dxcncq
8261,0.0173,0.1921,0.6491,0.842,0.6858,0.1289,0.797,ykfhhw
8262,0.7005,0.4657,0.9468,0.8386,0.2813,0.5137,0.3034,cgdksq
8263,0.6165,0.1186,0.8652,0.3943,0.1768,0.4187,0.5599,oqmsgd
8264,0.4198,0.5526,0.1343,0.912,0.2433,0.3605,0.6474,pnpqz
8265,0.1068,0.627,0.5281,0.3741,0.2685,0.0992,0.019,mudnf
8266,0.8354,0.0554,0.6943,0.518,0.3037,0.2783,0.692,zpbgnju
8267,0.8673,0.9727,0.6501,0.5604,0.6855,0.2599,0.2236,dsds
8268,0.7571,0.3633,0.9469,0.0851,0.1506,0.3414,0.3518,rfio
8269,0.3533,0.9275,0.5297,0.3011,0.7233,0.4288,0.3525,qfxsr
8270,0.9157,0.0742,0.0441,0.0562,0.6554,0.7529,0.443,tsyt
8271,0.9226,0.4232,0.9151,0.8342,0.4826,0.734,0.5989,eqltjn
8272,0.4519,0.7001,0.24,0.6083,0.6985,0.862,0.7648,lbpkvnfh
8273,0.2411,0.8602,0.8029,0.5759,0.9023,0.7501,0.8911,rbwy
8274,0.0408,0.1213,0.5715,0.8389,0.8798,0.4885,0.0874,iwrsb
8275,0.5063,0.5372,0.7182,0.2016,0.4896,0.9093,0.5202,cgynrwdk
8276,0.7477,0.5872,0.5732,0.0988,0.3263,0.5427,0.934,bkwolt
8277,0.2375,0.687,0.1411,0.0549,0.804,0.8864,0.1446,gcgn
8278,0.5117,0.8243,0.2712,0.2693,0.2788,0.1664,0.5869,ydhnhemv
8279,0.5342,0.5989,0.7515,0.1327,0.9968,0.8749,0.4623,kghfdbr
8280,0.8239,0.8637,0.9258,0.8612,0.8991,0.1279,0.976,ecndhok
8281,0.5767,0.207,0.141,0.6395,0.3755,0.7683,0.7692,calpyb
8282,0.1589,0.1665,0.8716,0.4288,0.9477,0.7547,0.0709,nqqqt
8283,0.3725,0.8738,0.5203,0.2778,0.2374,0.8787,0.4892,yiansfbu
8284,0.2849,0.6296,0.0244,0.6822,0.9311,0.5531,0.8785,vsfduxp
8285,0.4534,0.6251,0.1481,0.9008,0.5356,0.8296,0.8074,ynviyzb
8286,0.5121,0.6056,0.9944,0.1883,0.7502,0.437,0.2582,civyw
8287,0.6977,0.5234,0.584,0.5167,0.4517,0.4803,0.429,affiydw
8288,0.9239,0.7034,0.993,0.5114,0.3706,0.9123,0.4443,pronznwo
8289,0.7238,0.4904,0.896,0.7773,0.9896,0.559,0.9768,mfsjmfl
8290,0.3001,0.2196,0.6941,0.2488,0.8065,0.1747,0.2974,uuendp
8291,0.1281,0.431,0.0322,0.6429,0.6084,0.0108,0.9542,vvkki
8292,0.2763,0.1137,0.0018,0.8971,0.1459,0.6547,0.9801,jvcky
8293,0.3458,0.408,0.2075,0.2912,0.2953,0.145,0.3164,ooavnvi
8294,0.7335,0.8687,0.5515,0.5999,0.5655,0.8274,0.9775,gmdhpc
8295,0.6702,0.825,0.8735,0.0296,0.859,0.8748,0.1058,gjyzytk
8296,0.8204,0.9717,0.0493,0.2262,0.5244,0.0892,0.5552,vrjfuljs
8297,0.4418,0.8412,0.8998,0.8261,0.9405,0.6693,0.7884,odabfpk
8298,0.002,0.0081,0.2225,0.3269,0.6483,0.9212,0.8005,spovmr
8299,0.0952,0.5114,0.049,0.961,0.6118,0.3668,0.0197,rbvm
8300,0.0191,0.9243,0.4902,0.324,0.0773,0.7831,0.4347,ywfid
8301,0.5181,0.0176,0.3072,0.3182,0.7556,0.0138,0.4733,qivycllw
8302,0.2163,0.7855,0.969,0.6018,0.4186,0.0073,0.9835,scrvx
8303,0.5113,0.0337,0.1514,0.6942,0.185,0.5395,0.9807,jczzxxt
8304,0.1073,0.9963,0.3583,0.5548,0.404,0.8214,0.9083,tombdfw
8305,0.2332,0.4478,0.1666,0.7165,0.4199,0.5355,0.9037,frpk
8306,0.8986,0.6122,0.5171,0.7146,0.9933,0.7683,0.7282,bootghhn
8307,0.7306,0.7723,0.5305,0.6141,0.8092,0.6562,0.2347,lomeb
8308,0.0151,0.3027,0.4755,0.1333,0.1806,0.4434,0.8523,dlkjcf
8309,0.8588,0.1156,0.1617,0.3737,0.8765,0.7766,0.1532,hrkdfnzr
8310,0.6703,0.2353,0.5053,0.9584,0.6394,0.7418,0.7362,vbxknpum
8311,0.0662,0.5363,0.8946,0.482,0.4687,0.507,0.596,sqlyagae
8312,0.8683,0.9994,0.8512,0.9305,0.7807,0.0856,0.5596,uagru
8313,0.9937,0.1441,0.8734,0.1323,0.2656,0.3304,0.3587,vbeeq
8314,0.0422,0.8881,0.2504,0.9713,0.4484,0.0412,0.1734,tlqaak
8315,0.726,0.3498,0.9293,0.0806,0.5653,0.9021,0.9562,mvalclgu
8316,0.6865,0.7588,0.4388,0.7421,0.7677,0.4965,0.0281,jqitsydc
8317,0.0909,0.1301,0.5525,0.356,0.1114,0.4753,0.0689,syqifg
8318,0.2827,0.5437,0.9407,0.6317,0.8991,0.689,0.243,mfibcc
8319,0.0534,0.0621,0.9158,0.2344,0.1084,0.9544,0.9406,lgris
8320,0.5173,0.6841,0.8607,0.5403,0.6821,0.4833,0.1478,uvotpdmm
8321,0.0737,0.1031,0.893,0.4351,0.6198,0.4501,0.567,xthoowj
8322,0.6868,0.9051,0.872,0.0697,0.9328,0.6971,0.1867,zdlixjj
8323,0.8122,0.531,0.526,0.744,0.9777,0.4854,0.1811,vrdqs
8324,0.7108,0.4545,0.4183,0.5021,0.7807,0.3542,0.6955,yqqjlws
8325,0.2982,0.6312,0.1767,0.2454,0.8295,0.3263,0.6944,uypk
8326,0.1073,0.6148,0.9141,0.5139,0.3746,0.8317,0.5903,hbdqlsgi
8327,0.5799,0.2393,0.7685,0.6725,0.0179,0.7688,0.5955,ewlywdyi
8328,0.7214,0.1698,0.3195,0.2724,0.4065,0.4786,0.6202,hfftsz
8329,0.5812,0.4826,0.2842,0.8932,0.6972,0.0664,0.4041,tszuguc
8330,0.5316,0.3353,0.3162,0.6578,0.9178,0.687,0.0144,xciysf
8331,0.9347,0.0807,0.9716,0.7455,0.8502,0.6663,0.8379,vvjfh
8332,0.5119,0.3457,0.5005,0.2925,0.4902,0.8547,0.2117,atty
8333,0.616,0.9309,0.3674,0.6761,0.7975,0.7888,0.0506,xecpb
8334,0.4807,0.2839,0.2212,0.5925,0.0114,0.9797,0.1722,skybmdvd
8335,0.6519,0.8967,0.9521,0.0264,0.2903,0.0683,0.9768,iwfvbswt
8336,0.9799,0.3777,0.7822,0.2624,0.0634,0.298,0.9149,bwqb
8337,0.3029,0.3152,0.6203,0.986,0.8569,0.1525,0.3336,qybff
8338,0.0354,0.7473,0.9778,0.3595,0.2044,0.8056,0.9056,eoovzo
8339,0.3501,0.6085,0.2911,0.994,0.5472,0.2564,0.5725,xemuepl
8340,0.8882,0.7919,0.7033,0.5686,0.5927,0.6241,0.0951,mccdzx
8341,0.114,0.9685,0.6008,0.8153,0.3954,0.1472,0.089,kluvskya
8342,0.2274,0.6519,0.4421,0.2305,0.6201,0.4426,0.5907,ihrc
8343,0.8113,0.6698,0.6668,0.2694,0.7002,0.1875,0.3523,owbepw
8344,0.2348,0.0674,0.2119,0.6551,0.1485,0.838,0.6142,tcvmj
8345,0.6549,0.352,0.8497,0.7707,0.6026,0.435,0.5586,hwkektm
8346,0.7556,0.1813,0.2291,0.0875,0.0283,0.9228,0.9414,ajbhejg
8347,0.0091,0.3746,0.4572,0.4925,0.5717,0.787,0.3966,umnir
8348,0.2949,0.3322,0.0218,0.3823,0.1201,0.7279,0.6926,jwmfcp
8349,0.6337,0.9434,0.1534,0.2538,0.0124,0.264,0.9639,atxxot
8350,0.0301,0.3757,0.4171,0.4312,0.2897,0.0192,0.2453,pmljs
8351,0.3526,0.1425,0.6574,0.6105,0.6608,0.0684,0.7197,imshtg
8352,0.7496,0.3368,0.9563,0.6277,0.3381,0.4048,0.9655,wtgd
8353,0.2339,0.7146,0.6082,0.2062,0.309,0.9441,0.565,cuqt
8354,0.3629,0.8779,0.1716,0.814,0.0883,0.5021,0.4452,kuqf
8355,0.2617,0.1807,0.1934,0.5013,0.0417,0.1544,0.511,lklk
8356,0.0401,0.367,0.9229,0.9338,0.0221,0.8199,0.8827,vmzodqpf
8357,0.3522,0.9836,0.0029,0.842,0.2459,0.381,0.5758,xyvb
8358,0.8406,0.9422,0.2816,0.8666,0.6544,0.4856,0.9222,uythzu
8359,0.7256,0.0894,0.344,0.5101,0.5929,0.9108,0.7014,ubaje
8360,0.3283,0.7734,0.2581,0.9308,0.8959,0.7823,0.1764,cepbw
8361,0.186,0.5384,0.0657,0.7484,0.0645,0.0282,0.5507,hlpsrfk
8362,0.2559,0.2572,0.2641,0.9324,0.2623,0.3498,0.4646,xjbonq
8363,0.3185,0.1767,0.7229,0.7853,0.3827,0.5122,0.8198,ztuflrm
8364,0.5906,0.7463,0.0192,0.6182,0.3796,0.5427,0.8112,hzqwyc
8365,0.7016,0.3436,0.682,0.3583,0.2574,0.6324,0.0829,azrg
8366,0.2525,0.6007,0.1212,0.4141,0.0664,0.1587,0.9857,xppnqc
8367,0.2947,0.6797,0.2805,0.717,0.384,0.883,0.7609,ldfu
8368,0.0563,0.7089,0.0755,0.8097,0.9762,0.4887,0.9825,ihqyqaz
8369,0.1269,0.4197,0.5164,0.1899,0.901,0.6315,0.1945,tczlbjmt
8370,0.7798,0.1268,0.2053,0.007,0.5447,0.7945,0.9835,qwlc
8371,0.0444,0.2453,0.4308,0.8382,0.4401,0.298,0.3273,bdrx
8372,0.9101,0.1829,0.241,0.4104,0.6065,0.7607,0.692,wqunamwu
8373,0.7812,0.4231,0.8312,0.5481,0.7196,0.504,0.8718,cldcrmcb
8374,0.338,0.3013,0.1584,0.3827,0.6727,0.8627,0.9687,eyjjbef
8375,0.3396,0.501,0.9955,0.8961,0.2928,0.1879,0.1976,bsuwr
8376,0.6896,0.2804,0.0809,0.6679,0.5214,0.3587,0.7075,qkuett
8377,0.7728,0.545,0.456,0.3331,0.7908,0.4993,0.2728,trqf
8378,0.6431,0.8003,0.4393,0.111,0.8656,0.8906,0.9032,libm
8379,0.4279,0.1488,0.7648,0.8041,0.1391,0.0806,0.0861,xnkclqmb
8380,0.7888,0.0805,0.1388,0.9914,0.6533,0.5678,0.1206,pxdgvjj
8381,0.7924,0.4324,0.9016,0.7821,0.3561,0.4865,0.6736,izdiay
8382,0.8244,0.9306,0.8438,0.6213,0.021,0.8596,0.511,aeqlef
8383,0.2535,0.007,0.0982,0.4737,0.8881,0.9972,0.494,kqxz
8384,0.995,0.8957,0.7792,0.0292,0.6035,0.7991,0.7162,gxwr
8385,0.0822,0.31,0.3907,0.4502,0.6479,0.8259,0.2141,icsci
8386,0.2462,0.9525,0.9546,0.511,0.5019,0.6611,0.6622,vpeqx
8387,0.3226,0.9954,0.6388,0.0706,0.9401,0.5373,0.3935,irxugvz
8388,0.8723,0.0996,0.9529,0.6915,0.1697,0.5495,0.6232,gslvigk
8389,0.5089,0.545,0.8756,0.8133,0.6546,0.2272,0.9908,qxxairod
8390,0.8218,0.4707,0.3738,0.6716,0.7699,0.3824,0.7015,iapzcqoa
8391,0.9997,0.4994,0.5219,0.1442,0.2151,0.7312,0.6261,wpplnsug
8392,0.7285,0.1062,0.6764,0.9068,0.4892,0.2768,0.9975,toodo
8393,0.6532,0.5065,0.1443,0.4288,0.6197,0.4833,0.9402,dtriq
8394,0.7292,0.6523,0.6026,0.5874,0.7846,0.3072,0.835,zmxy
8395,0.6232,0.5101,0.6587,0.0805,0.9492,0.219,0.5832,xuswklw
8396,0.3518,0.1888,0.3775,0.6573,0.5117,0.0963,0.6176,hcwyy
8397,0.3833,0.2519,0.2605,0.9238,0.5212,0.4331,0.4024,sjbecue
8398,0.9954,0.2211,0.3248,0.1495,0.6229,0.3851,0.0265,hxelmzf
8399,0.168,0.1472,0.2722,0.8769,0.5192,0.3097,0.577,ssovbpyk
8400,0.8922,0.8926,0.5262,0.968,0.0326,0.2277,0.2766,xdlawg
8401,0.7162,0.666,0.0658,0.7605,0.205,0.4297,0.2467,zrvr
8402,0.7781,0.7669,0.091,0.4476,0.2912,0.0315,0.5698,dzifgn
8403,0.3612,0.9551,0.8533,0.6518,0.5685,0.1987,0.0866,qyndbvep
8404,0.3845,0.7824,0.2752,0.5941,0.5584,0.1032,0.51,xplncmy
8405,0.0379,0.7547,0.2649,0.2261,0.7183,0.5154,0.3061,vywqgzgw
8406,0.9873,0.7922,0.7125,0.0197,0.8422,0.2836,0.4546,dtasxn
8407,0.7338,0.2495,0.0739,0.3183,0.3276,0.8431,0.3242,elacctm
8408,0.4768,0.5276,0.9779,0.4073,0.2136,0.646,0.6503,ctsuzn
8409,0.3206,0.3367,0.8267,0.7823,0.5956,0.6514,0.4084,lvkasm
8410,0.2982,0.3195,0.3743,0.5243,0.6332,0.65,0.0577,dfuh
8411,0.4865,0.3201,0.0347,0.3673,0.657,0.9008,0.5431,egoqbdv
8412,0.2442,0.2927,0.4702,0.0319,0.7195,0.9467,0.0299,vyqbika
8413,0.3271,0.8366,0.1991,0.0085,0.1216,0.0726,0.5882,xvaytyds
8414,0.8973,0.6251,0.8885,0.174,0.492,0.1857,0.6447,cgtjvbb
8415,0.537,0.9615,0.4735,0.7126,0.1664,0.3431,0.2477,jqgsq
8416,0.7719,0.5826,0.4192,0.238,0.8045,0.2713,0.2999,ijopvvzw
8417,0.2125,0.7863,0.2728,0.8593,0.0083,0.9141,0.8729,owojosi
8418,0.023,0.45,0.2521,0.1684,0.0748,0.741,0.117,dackgr
8419,0.5721,0.3163,0.2311,0.4949,0.3034,0.3034,0.1463,lrhudul
8420,0.3369,0.4607,0.6073,0.9558,0.7673,0.6539,0.6896,jifmaw
8421,0.0773,0.1598,0.7156,0.2637,0.8853,0.0904,0.6511,gbtk
8422,0.4002,0.0752,0.0117,0.8585,0.811,0.0192,0.9388,zedrajm
8423,0.5694,0.1751,0.3843,0.4107,0.0817,0.2579,0.1396,amfufh
8424,0.9251,0.6354,0.3552,0.6271,0.5944,0.927,0.8657,oean
8425,0.9583,0.4241,0.0966,0.3143,0.0714,0.2292,0.0865,ldxopyu
8426,0.455,0.1363,0.552,0.133,0.2062,0.0404,0.001,yaikyp
8427,0.4563,0.5951,0.8272,0.5968,0.2206,0.3574,0.0225,lnzbsq
8428,0.0668,0.6286,0.928,0.1657,0.9278,0.7761,0.4235,fjxk
8429,0.2017,0.6902,0.1396,0.5889,0.0859,0.5666,0.9745,jfgdfv
8430,0.321,0.0173,0.697,0.6576,0.073,0.8511,0.6785,znthcvl
8431,0.1814,0.4475,0.3082,0.9905,0.5684,0.8488,0.5091,yqxy
8432,0.1859,0.5994,0.9256,0.7899,0.0297,0.5855,0.8694,jlczxc
8433,0.6268,0.5398,0.3389,0.5365,0.1727,0.9304,0.0791,knofrya
8434,0.2677,0.6563,0.2223,0.7872,0.2413,0.7556,0.0165,kkzwablk
8435,0.4447,0.3553,0.0959,0.1834,0.2569,0.3627,0.2987,nczonvo
8436,0.6659,0.3473,0.86,0.9625,0.9858,0.8576,0.0391,djvrrit
8437,0.6151,0.1682,0.8081,0.2312,0.9117,0.9076,0.3401,afwq
8438,0.4215,0.8064,0.0038,0.2817,0.3188,0.6407,0.53,zggeksb
8439,0.4013,0.6641,0.3006,0.6177,0.2599,0.2131,0.3267,qzsqidwn
8440,0.0435,0.8767,0.618,0.3471,0.8904,0.2764,0.126,xnrr
8441,0.4258,0.8366,0.8164,0.3342,0.9268,0.3261,0.2918,psuz
8442,0.0982,0.8526,0.7931,0.5505,0.2367,0.3237,0.1922,vpnqbi
8443,0.5176,0.5829,0.968,0.2354,0.7056,0.9433,0.5512,pqstcr
8444,0.1845,0.2382,0.2653,0.7021,0.2504,0.6399,0.9753,osxsp
8445,0.3883,0.2693,0.2927,0.6489,0.6747,0.0333,0.1492,ratprmm
8446,0.3729,0.2343,0.0249,0.7268,0.4433,0.7378,0.4041,jkrggq
8447,0.1057,0.6855,0.6707,0.3485,0.4525,0.4758,0.6401,hfwoaf
8448,0.2209,0.8398,0.0132,0.1247,0.0322,0.734,0.445,rjcaysh
8449,0.0744,0.4417,0.2583,0.5907,0.9702,0.9807,0.8599,prupk
8450,0.5235,0.4319,0.5665,0.6125,0.7058,0.6638,0.8701,yugxfc
8451,0.0777,0.8493,0.694,0.9019,0.7729,0.9097,0.4752,fdkwgjkp
8452,0.9482,0.2869,0.7139,0.8044,0.2367,0.4376,0.7294,cxljxdeg
8453,0.6407,0.2089,0.2954,0.2195,0.978,0.6793,0.8854,ahzjs
8454,0.0612,0.5127,0.7375,0.5435,0.8749,0.0394,0.8673,qgvlny
8455,0.9629,0.2489,0.6226,0.4492,0.1644,0.5358,0.1727,brmbuhbk
8456,0.4711,0.7189,0.9688,0.7063,0.0416,0.1864,0.4238,mbsks
8457,0.3004,0.9838,0.6266,0.238,0.9801,0.4205,0.3471,izjc
8458,0.8241,0.7308,0.4905,0.347,0.676,0.7027,0.0312,hvxptskc
8459,0.2861,0.4323,0.6235,0.01,0.8514,0.7578,0.9291,sibddvu
